evidence_id,phase,analysis_nature,dataset_code,dataset_display_name,dataset_role,modality,endpoint,horizon_days,model_or_comparison,metric,point_estimate,ci_lower_95,ci_upper_95,parent_n,evaluated_n,events,coverage,source_file,source_row,ci_source_file,ci_source_row,claim_status,allowed_claim_zh,allowed_claim_en,limitation_zh,limitation_en,planned_location,planned_figure_or_table
P6-NEG-PAIR-R017,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B4: original vs shuffled_full,difference_ipcw_brier,0.0009125279252065188,-0.0019505558711687542,0.0036611374757702427,626,626.0,,1.0,results/metrics/phase6/radcure_negative_controls.csv,17,results/metrics/phase6/radcure_negative_controls.csv,17,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B4的original减shuffled_full之difference_ipcw_brier差值为0.0009125279252065188（95%CI -0.0019505558711687542至0.0036611374757702427）。,"For B4 in RADCURE, original-minus-shuffled_full difference_ipcw_brier was 0.0009125279252065188 (95% CI -0.0019505558711687542 to 0.0036611374757702427).",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-PAIR-R018,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B4: original vs shuffled_full,difference_harrell_c,0.009412563182053635,-0.01780965373651206,0.03584588834058411,626,626.0,,1.0,results/metrics/phase6/radcure_negative_controls.csv,18,results/metrics/phase6/radcure_negative_controls.csv,18,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B4的original减shuffled_full之difference_harrell_c差值为0.009412563182053635（95%CI -0.01780965373651206至0.03584588834058411）。,"For B4 in RADCURE, original-minus-shuffled_full difference_harrell_c was 0.009412563182053635 (95% CI -0.01780965373651206 to 0.03584588834058411).",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-PAIR-R019,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B4: original vs shuffled_full,difference_uno_c,0.009635394442795042,-0.019137513782335375,0.038522556205726755,626,626.0,,1.0,results/metrics/phase6/radcure_negative_controls.csv,19,results/metrics/phase6/radcure_negative_controls.csv,19,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B4的original减shuffled_full之difference_uno_c差值为0.009635394442795042（95%CI -0.019137513782335375至0.038522556205726755）。,"For B4 in RADCURE, original-minus-shuffled_full difference_uno_c was 0.009635394442795042 (95% CI -0.019137513782335375 to 0.038522556205726755).",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-PAIR-R020,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B4: original vs shuffled_full,difference_auc_horizon,0.014692775806020908,-0.017609662266189686,0.04851353282422002,626,626.0,,1.0,results/metrics/phase6/radcure_negative_controls.csv,20,results/metrics/phase6/radcure_negative_controls.csv,20,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B4的original减shuffled_full之difference_auc_horizon差值为0.014692775806020908（95%CI -0.017609662266189686至0.04851353282422002）。,"For B4 in RADCURE, original-minus-shuffled_full difference_auc_horizon was 0.014692775806020908 (95% CI -0.017609662266189686 to 0.04851353282422002).",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-PAIR-R021,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B5: original vs shuffled_full,difference_ipcw_brier,-0.0006626453058273946,-0.0032234497148430933,0.0017502649930211751,626,626.0,,1.0,results/metrics/phase6/radcure_negative_controls.csv,21,results/metrics/phase6/radcure_negative_controls.csv,21,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B5的original减shuffled_full之difference_ipcw_brier差值为-0.0006626453058273946（95%CI -0.0032234497148430933至0.0017502649930211751）。,"For B5 in RADCURE, original-minus-shuffled_full difference_ipcw_brier was -0.0006626453058273946 (95% CI -0.0032234497148430933 to 0.0017502649930211751).",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-PAIR-R022,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B5: original vs shuffled_full,difference_harrell_c,0.0037864580542606996,-0.008940660126161829,0.017317019470179263,626,626.0,,1.0,results/metrics/phase6/radcure_negative_controls.csv,22,results/metrics/phase6/radcure_negative_controls.csv,22,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B5的original减shuffled_full之difference_harrell_c差值为0.0037864580542606996（95%CI -0.008940660126161829至0.017317019470179263）。,"For B5 in RADCURE, original-minus-shuffled_full difference_harrell_c was 0.0037864580542606996 (95% CI -0.008940660126161829 to 0.017317019470179263).",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-PAIR-R023,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B5: original vs shuffled_full,difference_uno_c,0.0025545555585283486,-0.010810886741255835,0.016033492658682785,626,626.0,,1.0,results/metrics/phase6/radcure_negative_controls.csv,23,results/metrics/phase6/radcure_negative_controls.csv,23,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B5的original减shuffled_full之difference_uno_c差值为0.0025545555585283486（95%CI -0.010810886741255835至0.016033492658682785）。,"For B5 in RADCURE, original-minus-shuffled_full difference_uno_c was 0.0025545555585283486 (95% CI -0.010810886741255835 to 0.016033492658682785).",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-PAIR-R024,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B5: original vs shuffled_full,difference_auc_horizon,0.0055747203031697445,-0.009168774787999531,0.021293073419128453,626,626.0,,1.0,results/metrics/phase6/radcure_negative_controls.csv,24,results/metrics/phase6/radcure_negative_controls.csv,24,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B5的original减shuffled_full之difference_auc_horizon差值为0.0055747203031697445（95%CI -0.009168774787999531至0.021293073419128453）。,"For B5 in RADCURE, original-minus-shuffled_full difference_auc_horizon was 0.0055747203031697445 (95% CI -0.009168774787999531 to 0.021293073419128453).",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-PAIR-R025,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B6: original vs shuffled_full,difference_ipcw_brier,0.001238764468447548,-0.0010513754203377243,0.003339783880291789,626,626.0,,1.0,results/metrics/phase6/radcure_negative_controls.csv,25,results/metrics/phase6/radcure_negative_controls.csv,25,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B6的original减shuffled_full之difference_ipcw_brier差值为0.001238764468447548（95%CI -0.0010513754203377243至0.003339783880291789）。,"For B6 in RADCURE, original-minus-shuffled_full difference_ipcw_brier was 0.001238764468447548 (95% CI -0.0010513754203377243 to 0.003339783880291789).",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-PAIR-R026,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B6: original vs shuffled_full,difference_harrell_c,-0.0046259086606298405,-0.013813005667664146,0.004939749660576864,626,626.0,,1.0,results/metrics/phase6/radcure_negative_controls.csv,26,results/metrics/phase6/radcure_negative_controls.csv,26,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B6的original减shuffled_full之difference_harrell_c差值为-0.0046259086606298405（95%CI -0.013813005667664146至0.004939749660576864）。,"For B6 in RADCURE, original-minus-shuffled_full difference_harrell_c was -0.0046259086606298405 (95% CI -0.013813005667664146 to 0.004939749660576864).",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-PAIR-R027,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B6: original vs shuffled_full,difference_uno_c,-0.0065172742517997095,-0.01656990114061055,0.003332731810444093,626,626.0,,1.0,results/metrics/phase6/radcure_negative_controls.csv,27,results/metrics/phase6/radcure_negative_controls.csv,27,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B6的original减shuffled_full之difference_uno_c差值为-0.0065172742517997095（95%CI -0.01656990114061055至0.003332731810444093）。,"For B6 in RADCURE, original-minus-shuffled_full difference_uno_c was -0.0065172742517997095 (95% CI -0.01656990114061055 to 0.003332731810444093).",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-PAIR-R028,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B6: original vs shuffled_full,difference_auc_horizon,-0.004155677902153654,-0.015343987688834795,0.006498567033112151,626,626.0,,1.0,results/metrics/phase6/radcure_negative_controls.csv,28,results/metrics/phase6/radcure_negative_controls.csv,28,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B6的original减shuffled_full之difference_auc_horizon差值为-0.004155677902153654（95%CI -0.015343987688834795至0.006498567033112151）。,"For B6 in RADCURE, original-minus-shuffled_full difference_auc_horizon was -0.004155677902153654 (95% CI -0.015343987688834795 to 0.006498567033112151).",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-PAIR-R029,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B7: original vs shuffled_full,difference_ipcw_brier,-0.0012975274745005427,-0.0036570807567707945,0.0007794150229998376,626,584.0,,0.9329073482428115,results/metrics/phase6/radcure_negative_controls.csv,29,results/metrics/phase6/radcure_negative_controls.csv,29,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B7的original减shuffled_full之difference_ipcw_brier差值为-0.0012975274745005427（95%CI -0.0036570807567707945至0.0007794150229998376）。,"For B7 in RADCURE, original-minus-shuffled_full difference_ipcw_brier was -0.0012975274745005427 (95% CI -0.0036570807567707945 to 0.0007794150229998376).",B7必须同时报告覆盖率，并在相同非弃权患者子集比较。 不得据此声称放射组学特异性生物学信号。,B7 requires coverage and identical non-abstained-subset comparisons. No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-PAIR-R030,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B7: original vs shuffled_full,difference_harrell_c,0.002372141569408792,-0.008967961325521346,0.013751736256591951,626,584.0,,0.9329073482428115,results/metrics/phase6/radcure_negative_controls.csv,30,results/metrics/phase6/radcure_negative_controls.csv,30,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B7的original减shuffled_full之difference_harrell_c差值为0.002372141569408792（95%CI -0.008967961325521346至0.013751736256591951）。,"For B7 in RADCURE, original-minus-shuffled_full difference_harrell_c was 0.002372141569408792 (95% CI -0.008967961325521346 to 0.013751736256591951).",B7必须同时报告覆盖率，并在相同非弃权患者子集比较。 不得据此声称放射组学特异性生物学信号。,B7 requires coverage and identical non-abstained-subset comparisons. No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-PAIR-R031,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B7: original vs shuffled_full,difference_uno_c,0.0008441065581745733,-0.011354482105132884,0.013566820334105379,626,584.0,,0.9329073482428115,results/metrics/phase6/radcure_negative_controls.csv,31,results/metrics/phase6/radcure_negative_controls.csv,31,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B7的original减shuffled_full之difference_uno_c差值为0.0008441065581745733（95%CI -0.011354482105132884至0.013566820334105379）。,"For B7 in RADCURE, original-minus-shuffled_full difference_uno_c was 0.0008441065581745733 (95% CI -0.011354482105132884 to 0.013566820334105379).",B7必须同时报告覆盖率，并在相同非弃权患者子集比较。 不得据此声称放射组学特异性生物学信号。,B7 requires coverage and identical non-abstained-subset comparisons. No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-PAIR-R032,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B7: original vs shuffled_full,difference_auc_horizon,0.000359814068595532,-0.013631137293826428,0.01383655906810069,626,584.0,,0.9329073482428115,results/metrics/phase6/radcure_negative_controls.csv,32,results/metrics/phase6/radcure_negative_controls.csv,32,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B7的original减shuffled_full之difference_auc_horizon差值为0.000359814068595532（95%CI -0.013631137293826428至0.01383655906810069）。,"For B7 in RADCURE, original-minus-shuffled_full difference_auc_horizon was 0.000359814068595532 (95% CI -0.013631137293826428 to 0.01383655906810069).",B7必须同时报告覆盖率，并在相同非弃权患者子集比较。 不得据此声称放射组学特异性生物学信号。,B7 requires coverage and identical non-abstained-subset comparisons. No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
P6-NEG-PAIR-R033,Phase 6,PRESPECIFIED_LOCKED_RETROSPECTIVE,RADCURE,RADCURE,prespecified locked retrospective test,clinical; GTV; pretreatment CT radiomics,24-month overall survival,730.5,B4: original vs randomized_sampled_full,difference_ipcw_brier,-0.0002556540045283717,-0.00391251988395211,0.003364096300082483,626,626.0,,1.0,results/metrics/phase6/radcure_negative_controls.csv,33,results/metrics/phase6/radcure_negative_controls.csv,33,ALLOWED_NEGATIVE_RESULT_NO_MODALITY_SPECIFICITY,RADCURE中B4的original减randomized_sampled_full之difference_ipcw_brier差值为-0.0002556540045283717（95%CI -0.00391251988395211至0.003364096300082483）。,"For B4 in RADCURE, original-minus-randomized_sampled_full difference_ipcw_brier was -0.0002556540045283717 (95% CI -0.00391251988395211 to 0.003364096300082483).",不得据此声称放射组学特异性生物学信号。,No radiomics-specific biological-signal claim is supported.,Results negative controls,WP4 candidate Figure 6/7 and Supplement
